SMILES,InChI,Count
O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CSSC[C@@H]3NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]4CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN1)C(=O)NCC(=O)N4)NCC(=O)[C@@H]1CCCN1C(=O)CNC(=O)CNC(=O)CNC(=O)CNC3=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N1CCC[C@H]1C(=O)N2,LIVXVOXXRYJOFA-AQJXLSMYSA-N,1
O=c1nc2c(=O)[nH]c(=O)[nH]c2n[nH]1,YBOAUPQEMJYQGY-UHFFFAOYSA-N,1
O=c1oc2cc3c(cc2c2oc4ccccc4c12)CCCO3,GDOSUFSHKGJXQM-UHFFFAOYSA-N,1
C1OCC2=C1C[C@@H]1O[C@@H]1C2,YIYKAEPBIULFAV-OCAPTIKFSA-N,1
c1occ2c1C[C@@H]1O[C@@H]1C2,RFMWCBGBLZUEAJ-OCAPTIKFSA-N,1
c1c2c(cc3c1OCO3)C1CCCC[C@@H]1NC2,YXGUAMNMUWAQIZ-KFJBMODSSA-N,1
O=C1/C=C/C=C/CCC[C@@H]2C=CC[C@@H](CCCCCCCCOC(=O)/C=C/CCC[C@@H]3C=CC[C@@H](CCCCCCCCO1)O3)O2,ODCLXHLFWUWVEY-CEUIZKEQSA-N,1
C1=CC[C@@H]2[C@H](C1)CC[C@H]1[C@H]2CC[C@H]2CCCC[C@@H]21,QPWCHEPHPITVJV-BLONOQDTSA-N,1
O=C1OCC/C=C\C=C/C=C/CCc2nc(co2)C(=O)OCC/C=C\C/C=C/C/C=C\c2nc1co2,JNVADTNGXAIOJG-XDIOUOMESA-N,1
O=C1OCC/C=C\C=C/C=C/CCc2nc(co2)C(=O)OCC/C=C\CC/C=C/C=C\c2nc1co2,YZQXARCGRZYEME-FCEGNNFXSA-N,1
O=C1OCC/C=C\C=C/C=C/CCc2nc(co2)C(=O)OCC/C=C\[C@H]2O[C@H]2/C=C/C=C\c2nc1co2,QYMBUBFCVIKJIM-APWMGHTCSA-N,1
C1C[C@@H]2CC[C@@H]3[C@H](CC[C@H]4[C@H]3CC[C@H]3C[C@H]5CC[C@@]34CO5)[C@H]2C1,PRVLHOVGOIZQHG-HKFHRBGASA-N,1
O=C1/C=C/CCCC/C=C/[C@H]2[C@@H]3O[C@@H]3C[C@H]3CNC(=O)[C@]32O1,DHRVLNGUIXVVCS-RPLAQXTDSA-N,1
O=C1CCc2c1ccc1c2-c2c3c(coc2=O)CCC[C@@H]13,BRCMOTRXVGLRFF-NSHDSACASA-N,1
C=C1C(=O)OC[C@H]2C(=C)CC(=O)/C=C\CC[C@H]12,PAVOJENXDBCYPG-NZTAEXDXSA-N,1
C=C1CCC[C@H]2CC[C@H]3CC(=O)O[C@H]3[C@H]12,PPVFUSPEWFWOFL-YRRQLQLVSA-N,1
C1=COC2NN=CC2C1,JXJDXYYJZZRKLC-UHFFFAOYSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)COC(=O)CCN1,TZYOSZQMWAKHFK-UHFFFAOYSA-N,1
C1=C[C@H]2CC/C=C\CCCCN3CC[C@@H]1[C@@]1(C3)C[C@@]34CC[C@@H](CCCN3[C@@H]21)O4,FKMWZIYGKVOBJR-JQGJXZCSSA-N,1
O=C1CCCN2[C@@H]3[C@@]45CN6CCCC/C=C\CC[C@]3(C=C[C@@H]4CC6)O[C@@]2(CC1)C5,YZMQDCFHQGLORQ-MRTUJDAASA-N,1
C1=C[C@@]23CC/C=C\CCCCN4CC[C@@H]1[C@@]1(C4)C[C@@]4(/C=C\CCCCN4[C@H]12)O3,PRVCGSSZUQWCPD-CWDTYQJTSA-N,1
O=C1C[C@@H]2CCCCC[C@@H]2O1,BLYGHAHUKQLNAC-YUMQZZPRSA-N,1
O=C1C=C2CCCCC[C@@H]2O1,GRXVQEKRWINDPU-QMMMGPOBSA-N,1
O=C1C=C2CC[C@@H]3CC[C@H](CCC[C@H]4O[C@@H]4C[C@H]2O1)O3,KEJMVJZVTBNDLK-NJVJYBDUSA-N,1
O=C1CCOC(=O)CCCCCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1,SGJISJOOCACSNU-UHFFFAOYSA-N,1
O=C1CC[C@@H]2[C@@H](C1)CC(=O)[C@@H]1[C@H]3CC[C@H]4CCCC[C@H]4[C@@H]3CC[C@@H]21,JXWCLFXSNMVPAG-UGPDVASLSA-N,1
O=C1C[C@@H]2COC(=O)C[C@@]3(CCC(=O)[C@H]23)C1,WBSFCXPVIRFNCC-VSYUYLJXSA-N,1
O=C1OC2C[C@@H]1C[C@H]1C3=CC[C@H]4[C@@H](CC[C@H]5CCCC[C@@H]54)[C@@H]3CC[C@@H]21,MYFMRGWICCDTTP-KERWTMDSSA-N,1
O=C1C[C@]23CCC[C@@H]2CC[C@@H](C3)O1,APRMHIZIBPFRHX-WCABBAIRSA-N,1
O=C1C[C@@H]2C3=CCCC[C@@H]3CC[C@H]2[C@@H]2CC[C@H]3CCCC[C@@H]3[C@@H]12,RCFKHFWHQNACHQ-MIZOYPFZSA-N,1
O=C1C=CC(=O)c2c1ccn1cncc21,WVXVNRNFGIIDRN-UHFFFAOYSA-N,1
C=C1CCC/C=C/[C@@H]2OC(=O)C[C@@H]2CC1,NQEKODROJLFGQF-JZYUNNQISA-N,1
O=C1COC(=O)[C@@H]2CCCN2C(=O)COC(=O)CCNC(=O)[C@@H]2CCC(N2)C(=O)CNC(=O)[C@@H]2CCCN2C(=O)CN1,WTQJPEJRNDVDQI-VHSIONDKSA-N,1
O=C1C=Cc2cc3cc(=O)oc-3ccc21,PDAWRJZEKZEMIC-UHFFFAOYSA-N,1
C=C1C(=O)O[C@H]2C[C@@H]3CCC=C[C@@H]3C[C@H]12,SSQNKEFEXSJMTA-KXNHARMFSA-N,1
C=C1C(=O)O[C@H]2C[C@H]3CCC=C[C@@H]3C[C@H]12,SSQNKEFEXSJMTA-KKOKHZNYSA-N,1
C=C1C(=O)C=C2c3ccccc3NC12,TYMXVDLVPMOURA-UHFFFAOYSA-N,1
C=C1C(=O)O[C@H]2[C@H]3CC(=O)CC[C@@H]3CC[C@@H]12,YCGFXDPGLRHTEK-NUGNTBJXSA-N,1
O=C1CC[C@@H]2CC[C@H]3CC(=O)O[C@H]3[C@H]2C1,CNQQQVVOBRTWMZ-PRLGWJNPSA-N,1
C=C1C(=O)O[C@H]2[C@H]3CC(=O)C=C[C@@H]3CC[C@@H]12,SMAFFRUNZUEFLV-NUGNTBJXSA-N,1
C=C1C(=O)C=C[C@@H]2CC[C@H]3C(=C)C(=O)O[C@H]3[C@@H]12,JYPCVIHPLNQEFU-XRRVDJEJSA-N,1
C1=C[C@]2(CCC[C@H]3CCCC[C@@H]32)CO1,VRPGBKNZPZGLSF-FRRDWIJNSA-N,1
O=C1CC[C@@H]2[C@@H](CC[C@]34C[C@H]5[C@H](C[C@@H]23)[C@@H]5C4)C1,CJOGIOSXJGBYBQ-ODSHCTBLSA-N,1
O=C1C=Cc2c1[nH]c1ccccc21,OFZSTXXETUCACS-UHFFFAOYSA-N,1
O=C1[C@@H]2CCCCCCN2[C@H]2[C@H]3C=C[C@@H]4CCN(CCCC/C=C\CC3)C[C@@]142,AWQMHJCBLAJZIX-JTVZXDLZSA-N,1
C=C1C(=O)O[C@@H]2C(=O)C[C@@H]3C=CC(=O)[C@H]3C[C@H]12,RXTXBHCHEBHBMW-NHRVJRKFSA-N,1
C=C1CCCC2CCC(CC(=O)OC3/C=C/CC4CCCC(CCC/C=C/C=C/CCC5=NCCC6CC(=CC(/C=C/CCC3)C56)CC3CCCC(CC1)O3)O4)O2,QMVCFJBRYWBUAK-KJTXSROESA-N,1
O=C1CC[C@@H]2CC[C@H]3[C@@H]4C[C@@H]5O[C@]6(CCCCO6)C[C@@H]5[C@H]4CC[C@@H]3[C@H]2C1,KKZMBVDSXSUNLN-VIDYXQSSSA-N,1
C=C1C(=O)C[C@@H]2[C@H]3O[C@@H]3CC[C@H]3O[C@@H]3CC[C@H]12,DMSVXXWXQSHMON-RRLVPJIRSA-N,1
O=C1C=CC2N=CC=C3c4ccccc4N1C32,QIZQCNKOZWLDTB-UHFFFAOYSA-N,1
C1=CC[C@H]2[C@H](C1)CC=C1[C@@H]3CCC[C@H]3CC[C@@H]12,IQNFWCMKKIAQCZ-LYYZXLFJSA-N,1
O=C1CCCC/C=C\C/C=C\[C@H]2[C@H](CO1)C[C@@H]1O[C@H]21,LPSRBCHYXBEDLK-WUHXUGCFSA-N,1
C=C1CCN2[C@@H]1CC[C@@H]1[C@H]3CC[C@H]4C(=CC[C@H]5CCCC[C@@H]54)[C@@H]3C[C@@H]12,YYYBAQOKFXGNRL-AKIOQHCDSA-N,1
O=C1CCC/C=C\C/C=C\C/C=C\[C@@H]2CCC[C@H]2CO1,BYLHSGXKANHJMJ-GERJFHRCSA-N,1
O=C1CCCC/C=C\C/C=C\[C@@H]2CCC[C@H]2CO1,LBWWNNCELFKDHI-UPILSSTOSA-N,1
O=C1CC/C=C/CCOC(=O)CCCC(=O)CCC1,INBPQLUAXUAPSE-UPHRSURJSA-N,1
O=C1C=CC2(C=C1)CCNC1=C2c2nccc3c[nH]c(c23)C1=O,IJAZNWSVUXYLKS-UHFFFAOYSA-N,1
O=C1C[C@@H]2[C@H](CC=C3[C@H]4CCCC[C@@H]4CC[C@H]32)[C@H]2CCCCC12,ROTWAEWRUDQYCF-LVIBFCOXSA-N,1
O=C1OC[C@]23CCC[C@H]1[C@@H]2CC[C@H]1[C@@H]2Cc4ccccc4O[C@H]2CC[C@@H]13,TVRRJXZUJNFVDK-OESVDNDYSA-N,1
O=C1C[C@H]2CC=CC(=O)[C@@H]2CCCCCO1,TYVVWLHCADRBIE-GHMZBOCLSA-N,1
O=C1OCc2oc(=O)ccc21,IDHRBGINNLQPPT-UHFFFAOYSA-N,1
C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@@]1(CCC[C@H]2COC(=O)[C@H]21)COC3=O,VQMFBDUOOHSLMW-MQJZHBLNSA-N,1
C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@]1(COC3=O)C2CC[C@H]3COC(O2)[C@H]31,KZLICFRXRWOHAK-HRBVXXTPSA-N,1
C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]1(CCC[C@H]2COC(=O)[C@H]21)COC3=O,KNUUQUMAKOPGLQ-QASXUOTGSA-N,1
O=C1C=CC2=N[C@H]3NCC[C@H]3C2=C1,VIFDSFQVHHSGEL-OIBJUYFYSA-N,1
C=C1C(=O)O[C@@H]2C[C@@H]3CC[C@H]4[C@@H]5CC[C@H]6CCCC[C@@H]6[C@H]5CC[C@@H]4[C@H]3[C@H]12,DSQNUJUQWSZKEG-QEYZGIHPSA-N,1
O=C1CC[C@H]2[C@@H](CC[C@@H]3[C@@H]2CC[C@H]2[C@H]3CC[C@H]3C[C@H]4OC(=O)[C@]5(CO5)[C@H]4[C@@H]32)C1,KIDKNGKTZFWCJA-CVTYUCINSA-N,1
O=C1C=C2N[C@H]3NCC[C@H]3C2=CC1=O,KDMKZBATTVKTFL-XUOSJQGZSA-N,1
C=C1C(=O)O[C@@H]2C[C@@H]3CC[C@H]4[C@@H]5CC[C@H]6CC(=O)CC[C@@H]6[C@H]5CC[C@@H]4[C@H]3[C@H]12,NETCKYZNIWUNLB-YAVUKBMRSA-N,1
O=C1C=CC(=O)[C@@]23CC=C[C@@H](c4ccccc4O2)[C@@H]13,NIYDUAYAQKNRGY-KNXALSJPSA-N,1
C1=C[C@@H]2CC=C3Nc4cc5c(cc4[C@@]34CCN(C1)[C@H]24)[C@H]1[C@H](C[C@@H]2CC=C3Nc4ccccc4[C@@]34CCN1[C@H]24)O5,OXVUCKVBAHHIPA-QGESYCJBSA-N,1
O=C1C2=C(N[C@@H]3CCCN13)[C@H]1c3ccccc3O[C@H]1C2,IOJIWNAQLCQLLL-IHRRRGAJSA-N,1
O=c1c2c(nc3n1CCC3)[C@H]1c3ccccc3O[C@H]1C2,UMYGNUARPWWTBW-JSGCOSHPSA-N,1
C=C1C(=O)/C(=C2/C(=O)Cc3[nH]c4ccccc4c32)c2c1[nH]c1ccccc21,BXSIISMRGYTLEP-MRCUWXFGSA-N,1
O=C1Cc2[nH]c3ccccc3c2/C1=C1\C(=O)Cc2[nH]c3ccccc3c21,ACSPAFBMXGZFPN-QURGRASLSA-N,1
O=C1C=C/C(=C2\C[C@@H]3[C@@H]4C[C@H]5CN4CCC[C@]3(O2)O5)O1,GBVRUMVPDRAGFH-YZRZIVJCSA-N,1
O=C1CC[C@H]2CCCC[C@@H]2CC1,XMNLKZJTRMGWTQ-NXEZZACHSA-N,1
C1CC[C@H]2C[C@]3(CC[C@H]2C1)CO3,FPFVZIDENANHLL-OUAUKWLOSA-N,1
O=C1CNC(=O)/C1=C1\C=CCCO1,UAVPRHZUJFMFEE-BQYQJAHWSA-N,1
O=C1CC=C2C(=O)CC3(C=C12)CC3,FTOHIIPUIFLJAT-UHFFFAOYSA-N,1
O=C1O[C@H]2CCCC[C@@H]2C2=C1CCCC2,QHYOSYVSIPGAGH-PWSUYJOCSA-N,1
C=C1CCC[C@@H]2[C@H]1[C@@H]1C/C=C/CCC[C@H]2O1,GMQYUYQMXRARFT-HEZFYUJSSA-N,1
C1=C2CC3=CC[C@@H]4CCC[C@H]4[C@@H]3CC[C@H]2CCC1,AOTOVPSOINMSEL-LTCOOKNTSA-N,1
C=C1CCCC[C@H]2O[C@@H](C1)[C@H]1C=CCC[C@H]12,SVRDSWNTCSKZEX-BARDWOONSA-N,1
C=C1C[C@]23CC(=O)[C@@H]4[C@H]5CCC[C@]46[C@H](NC5)[C@H]2C(=O)[C@H]1C[C@H]36,PWARFKBWARMHHU-LPIOFSHCSA-N,1
C=C1C[C@]23C(=O)C(=O)[C@@H]4[C@H]5CCC[C@]46[C@H](NC5)[C@H]2C(=O)[C@H]1C[C@H]36,LSJLZCJVAHZPTG-GOFJAWSFSA-N,1
O=C1O[C@H]2CC[C@@H]3[C@H]4C[C@@H]5[C@H]6CCC[C@]5([C@H](C2)[C@H]13)[C@@H]4NC6,PEJKPXQJFDKFTP-IXYQLQIPSA-N,1
S=c1c2ccccc2oc2ccccc12,VKLOKHJKPPJQMM-UHFFFAOYSA-N,1
O=c1c2cc3c(cc2oc2ccc4c(c12)CCCO4)OCCC3,ZINGPQGDGJTBPD-UHFFFAOYSA-N,1
N=c1nc[nH]c2[nH]c(=O)[nH]c12,RGKBRPAAQSHTED-UHFFFAOYSA-N,1
O=C1OC[C@]23CC[C@H]1C[C@H]2C1=CC[C@H]2[C@@H](CC[C@H]4CCCC[C@@H]42)[C@@H]1CC3,DQPKRMKUSPYMLE-YIPMTKSFSA-N,1
O=C1OC[C@@H]2C[C@@H](CO2)OC(=O)C2c3ccccc3CC12,DBUVWJPQDRAWLX-BCVKRFQSSA-N,1
O=C1NC[C@@H]2C[C@H]3O[C@H]3[C@@H]3/C=C/CCCC/C=C/C[C@@]123,JKVAAFZWQYURGS-FXIUFRNUSA-N,1
O=C1C=C[C@H]2C(=C1)CC[C@H]1c3ccccc3C[C@H]21,NBHLRILFJNVFEA-YESZJQIVSA-N,1
O=C1C=C2CC[C@H]3c4ccccc4C[C@@H]3[C@H]2CC1,VCIQZLHCQRXBHW-YESZJQIVSA-N,1
O=C1CC[C@H]2[C@@H](CC[C@H]3c4ccccc4C[C@H]23)C1,SXNVYBDLLNTSPV-OSMBCOQSSA-N,1
O=C1C=C2CCCCCCC/C=C\2O1,ZATJTPQPRANBBB-DHZHZOJOSA-N,1
O=C1OCC2Cc3c(oc4c5c(ccc4c3=O)OCC=C5)CC12,SCLQTBJATQPKGO-UHFFFAOYSA-N,1
O=C1CCCc2c1oc1c3c(ccc1c2=O)OCC=C3,WPOLZQMYLOGVNB-UHFFFAOYSA-N,1
C1=CC2C[C@H]3O[C@H]3C2CO1,RHKXXGKDZICMBK-CRYROECRSA-N,1
O=c1c2c(oc3ccccc13)-c1cc3c(cc1CC2)OCC=C3,DUOGNMLQBZEHKY-UHFFFAOYSA-N,1
O=c1c2c(oc3cc4c(cc13)C=CCO4)-c1ccccc1CC2,QSVDWKFBNHBKEO-UHFFFAOYSA-N,1
O=C1/C=C/[C@]2(COc3ccc(cc3)[C@@H]3NC(=O)CNC(=O)CCOC(=O)[C@@H](COC(=O)CN1)NC(=O)CNC(=O)CNC3=O)CO2,ZLLVNPCPFFIZDZ-UCUDZXSUSA-N,1
C1CC[C@@]23OC[C@@H](CC[C@H]2C1)O3,PVRLXYCTCGWIML-BBBLOLIVSA-N,1
C1CC[C@@H]2[C@H](C1)CC[C@H]1CCCC[C@@H]12,GNMCGMFNBARSIY-SYQHCUMBSA-N,1
C1=C\CC/C=C/CC[C@H]2CC[C@@H](/C=C/1)O2,QYTQTYYTVPDMAN-PLESLGAOSA-N,1
C1=Cc2ccnc3ccnc(c23)C1,YRMXPNQASMEUIW-UHFFFAOYSA-N,1
C1CC[C@H]2[C@H](C1)CC[C@@H]1[C@@H]2CC[C@@H]2[C@@H]3CCCO[C@@]34C[C@@]12CO4,QVSPHTISBFFARA-SMPVXYKMSA-N,1
C=C1CCC(=O)CCC[C@H]2CC[C@@H]12,YAZDPYZJAXPAJC-JQWIXIFHSA-N,1
C1=C[C@H]2CC[C@H]3[C@@H]4CC[C@H]5CCCC[C@@H]5[C@H]4CC[C@]23CO1,OXXKYAIHLHKFLY-JLPZLSSXSA-N,1
C1=C[C@H]2CC[C@H]3[C@@H]4CC=C5CCCC[C@@H]5[C@H]4CC[C@]23CO1,HYDVWWUPQQBQGC-FZWBFHRNSA-N,1
O=C1C=C[C@H]2[C@@H](CC[C@H]3CCCC[C@@H]32)C1,LAKYUTWRTZRKLI-XWUBHJNHSA-N,1
O=C1C=C[C@@H]2[C@@H](CC[C@@H]3[C@H]4CC[C@H]5CCC=C[C@H]5[C@@H]4CC[C@@H]23)CO1,DDENWEHHRUIPII-MOEGSMTESA-N,1
C1=C2C/C=C\CC/C=C/CC[C@H]2CC1,MEHZCIVOCKTIKH-DSHJADABSA-N,1
O=C1CC[C@H]2[C@@H](CC[C@H]3[C@@H]4CC[C@H]5CCC[C@H]5[C@H]4CC[C@@H]32)C1,XCBNADFMBZTFOY-ORAQOCSMSA-N,1
C1C[C@@H]2O[C@H]2C[C@H]2O[C@@H]2CC[C@@H]2O[C@@H]12,ZRSRNRLPCOCUBA-XSOQRLTHSA-N,1
C=C1C/C=C/CCC/C=C\CC1,TWHFSJOECMUVSD-UNQQQNFISA-N,1
C1=C\CCC[C@H]2C[C@H]2CCC/1,MAHZXLURQSOREF-SHLGALIJSA-N,1
C1CC[C@@H]2C[C@@H]2[C@H]2CC[C@@H]2C1,PGRYYPYCZNZMKQ-VLEAKVRGSA-N,1
C1C[C@H]2CC[C@H]3CCC3[C@@H](C1)CO2,YWKJUMCMOGAJHD-XOGOEWOHSA-N,1
C1C[C@H]2CC[C@H]3CCC3[C@@H](C1)O2,XQUDITNGOMBMTO-YFYMPTEQSA-N,1
C=C1C(=O)O[C@H]2/C=C/CC/C=C\CC[C@@H]12,AOQIBQHSJLBPLI-YBYIEGKHSA-N,1
C=C1C(=O)O[C@H]2[C@@H]3CCC=C[C@@H]3C(=O)C[C@@H]12,ZGJMMJLQUMBPSL-WYFGTUCQSA-N,1
O=C1CCC[C@@]23O[C@@H]2C[C@@H]2[C@H](CC[C@]45C(=O)OC[C@H]4CC[C@@H]25)[C@@H]13,DTJDWPMABKXLDQ-HFXWEKMWSA-N,1
O=C1O[C@@H]2O[C@H]3CC[C@H]4CCC[C@H]([C@]42OO3)[C@@]12CO2,UECRPWGWAWDXRG-IVNRPRIYSA-N,1
O=C1O[C@@H]2O[C@H]3CC[C@H]4CCC[C@H]([C@]42OO3)[C@]12CO2,UECRPWGWAWDXRG-MDJFAJHMSA-N,1
O=C1NC[C@@H]2CC=C[C@@H]3/C=C/CCCC/C=C/C[C@@]123,RKHVGCNHPKGRSW-AGZYXHDJSA-N,1
O=C1CNC(=O)CNC(=O)CNC(=O)[C@@H]2C[C@H]3c4ccccc4N[C@H]3N2C(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)[C@@H]2C[C@H]3c4ccccc4N[C@@H]3N2C(=O)CNC(=O)CNC(=O)CN1,MWVAOUFTZRHTCA-BNCFYVAXSA-N,1
O=C1C[C@@H]2C(=O)CC[C@@H]3CC[C@H](O1)[C@@H]32,ANCMMEVKWWDERD-VXPPSSQKSA-N,1
O=C1c2cc3c4c(c2O[C@@H]2CC=CC[C@H]12)OCO[C@@H]4Cc1cc2cc[nH]c(=O)c2cc1-3,RMRUSEOVLYHZIQ-VHKYSDTDSA-N,1
C1=C2CC[C@H]3O[C@@H]3CC/C=C/CC/C=C/[C@@H]2OC1,AVDGKCUDEJPMHL-KMYIHWCYSA-N,1
O=c1[nH]c(=O)c2cc3n(c2[nH]1)CC1Cc2ccccc2NC31,NSBNQAUCRZNQLF-UHFFFAOYSA-N,1
O=C1/C=C\C=C\CCCCCCCC/C=C/O[C@@H]2Cc3c(ccc4c3C3=NC5(CC[NH2+]CC5)NC3=C(N1)C4=O)O2,LTHIOSGJHDHTBH-LPLKMVLFSA-O,1
O=C1C[C@H]2[C@@H]3CC[C@@H]4C(=O)OC[C@H]1[C@@]42CC3,DKFAEAKARGRTOM-YANYRWCTSA-N,1
C1C[C@@H]2CC[C@H]3CC[C@@H]2[C@H]3C1,WGVHSGULIZWLSR-RCWTZXSCSA-N,1
O=C1/C=C/CC[C@H]2C[C@H]2/C=C/C(=O)C/C=C/C1,UPSYVPHLCYXCDF-OFFVLUNPSA-N,1
O=C1C[C@H]2CCCC(=O)[C@@H]2c2ccccc21,YAYNTYPTBYJVMR-OTYXRUKQSA-N,1
O=C1C=CC(=O)C2=C1C=CC1CCCC[C@H]21,DCQQMVGNHCCLNU-AXDSSHIGSA-N,1
O=C1CCC[C@@H]2CCc3ccccc3[C@@H]12,OWRXYSNICSCIFZ-RISCZKNCSA-N,1
O=C1CC[C@@H]2c3ccccc3C=C[C@H]2C1,UXNCYIQBCZFBHC-FZMZJTMJSA-N,1
O=C1C(=O)[C@H]2CCCC[C@@H]2c2ccccc21,HAEYEHSOAXBUSN-PWSUYJOCSA-N,1
O=c1cc2c3c(cccc3o1)Oc1ccccc1-2,VNRTZTNNBKUWLR-UHFFFAOYSA-N,1
O=C1NCC(=O)N2[C@H]1C[C@H]1c3ccccc3N[C@@H]12,YSINGQKKRLPCBX-PTOFAABTSA-N,1
O=C1CC(=O)[C@H]2[C@@H](CC[C@@H]3[C@@H]2CC=C2[C@H]3CC[C@H]3CCCC[C@@H]23)C1,RXDOUPWADFJKJY-VMBBWWJNSA-N,1
O=C1CCCC(=O)O[C@@H]2CC[NH+]3CC=C(CO1)[C@H]23,BYSKEHWCBRYEJD-ZWNOBZJWSA-O,1
O=C1CCC[C@]2(CO2)C(=O)O[C@@H]2CCNC/C=C(/CO1)C2=O,WGKLQLVBEAJQBS-KOOBFZHISA-N,1
C1C[C@@H]2CC[C@H]3CC[C@@H](C1)[C@@H]23,QQQZFRUGRBGABW-DBIOUOCHSA-N,1
C1=C[C@H]2CC[C@H]3CC[C@H](C1)[C@H]32,XGFLRSXKWHHEEB-XWLWVQCSSA-N,1
C=C1CC[C@@H]2C(CCC3c4ccccc4NC32)C1,LTELQWNRCJMQAV-URMCTSMKSA-N,1
O=C1C=CC(=O)c2cc3c(cc21)C(=O)c1occ2c1[C@H]3CCC2=O,JRIPKBXUBPEIDU-QMMMGPOBSA-N,1
O=C1/C=C\C(=O)[C@]23C(=O)NCC2C[C@H]2O[C@H]2[C@@H]3/C=C/CC/C=C\C1,ZYJQQCCALRQRLU-KGJJSBLFSA-N,1
O=C1OC[C@H]2C(=O)[C@@H]3[C@H](c4cccc1c42)[C@@H]1C[C@]32COC(=O)c3cccc(c32)C1=O,KXPLHPKIVDCTGA-GTOZSXJDSA-N,1
O=C1/C=C/C=C\[C@@H]2O[C@H]2CCOC(=O)c2ccccc2C1,HPBWPUYPJKDSFH-WOMPJCFTSA-N,1
O=C1/C=C\[C@H]2O[C@@H](CCC1)[C@@H]1CCCC[C@@H]12,ZZMNGFCHLDQTLX-ZBUAVIDHSA-N,1
C1CC[C@]23OC[C@H](CC[C@H]2C1)O3,PVRLXYCTCGWIML-KXUCPTDWSA-N,1
c1ccc2c(c1)NC1C2CCN2C[C@H]3CC[C@H]2[C@H]1C3,IUTUPLJQLPQZTL-WWUKHIIUSA-N,1
C=C1CC2CCCc3c([nH]c4ccccc34)CC[C@H]12,QPOFFPFZHBRWGS-ARLHGKGLSA-N,1
C=C1CCC[C@H]2[C@@H]1[C@@H]1CCCCCC[C@H]2O1,FUZQCFNJXLTWGQ-APIJFGDWSA-N,1
C=C1CCCC[C@H]2O[C@@H](C1)[C@@H]1C(=C)CCC[C@@H]12,WXJICLCVNBYMOS-LVQVYYBASA-N,1
O=C1C=CC2C(=CC[C@H]3[C@@H]4CCC[C@H]4CC(=O)[C@@H]23)C1,YCICTSGXNPJBAW-INNRSJCESA-N,1
c1cnc2c(c1)ccc1cc3c(cc12)OCO3,IVEZXPWLBTYZKZ-UHFFFAOYSA-N,1
O=C1/C=C/[C@H]2C[C@@H]2CCC/C=C/C/C=C\C1,YDJRFXALYMWURT-GXZCZKFXSA-N,1
C=C1CN2CCc3c([nH]c4ccccc34)C[C@@H]1CC2,SOFDHYHREHYDHE-ZDUSSCGKSA-N,1
O=C1CCO[C@@H]2CC[C@H]3CCC[C@@H]4OS(=O)O[C@]12[C@H]34,OYIDJXIPHLOTRR-BTDJTNSLSA-N,1
C1=C2CCN3CCCc4ccccc4[C@]23CCC1,AIDFJYGTWINTMC-KRWDZBQOSA-N,1
c1ccc2c(c1)C1CCN[C@H]3CCCCN2C13,QCTNXZIRSQBTLV-OWYJLGKBSA-N,1
C=C1CCC2CC12,LNOHWPPJDVDDJZ-UHFFFAOYSA-N,1
N=C1C(=O)c2cccc3c4c(cc(c23)C1=O)CCO4,GAYYXIFVNTXBRO-UHFFFAOYSA-N,1
C1=C2[C@H]3CC[C@@H]4CCC[C@H]4[C@@H]3CC[C@@H]2[C@H]2CCCC[C@@H]2C1,YUQVBMSNQNWURO-BRUMFMMXSA-N,1
O=C1C[C@@H]2CCC[C@@]3(CC[C@@H](C[C@H]4CC(=O)[C@H](O4)[C@H]4C[C@@H]5CC[C@@](O5)(O4)[C@H]4CC[C@H](CC/C=C\C=C\[C@H]5OCC[C@H]5O1)O4)O3)O2,LOSSKBTYHPOKRF-GLINKNJFSA-N,1
N=C1C=Cc2c(ccc3c2C(=O)C=CC3=O)C1,IGGWJFALQQEOAH-UHFFFAOYSA-N,1
O=C1C=Cc2c(ccc3c2C(=O)C=CC3=O)C1,XVQWWBQUTCFBHV-UHFFFAOYSA-N,1
C1CC[C@@]23CC[C@@H](CO[C@H]2C1)O3,AOXFRFYKHZGZTN-LPEHRKFASA-N,1
O=C1CC[C@H]2CC[C@@H]3C=CC[C@]123,YBNFUCOTOYKLSO-IQJOONFLSA-N,1
O=C1O[C@H]2CCCN3CCCC2=C1CCCC3=O,GQBNNKWCNCCADF-LBPRGKRZSA-N,1
O=C1C[C@H]2[C@H]3CC[C@@H]4[C@H]5C(=O)CCC[C@@H]5C[C@@H](O1)[C@]42CO3,PQZRTKSVOAZFNX-BYKUULAPSA-N,1
O=C1C=Cc2cccc3c2[C@H]1CCC3,BGPCDDHCEBPWOH-NSHDSACASA-N,1
